Dataset,Sample index,True class,Predicted class,True class name,Predicted class name,Correct,Method,Top features,Jaccard@10,Spearman,Cosine
Fused pseudo sensitivity,7,6,6,NanoCore,NanoCore,True,LIME,memory__total_processes=0.0712809; memory__n_created_dll=0.0516606; disk__parent_is_i386=0.0437644; disk__parent_is_dotnet=0.037149; network__n_unique_ips=0.0347146; network__n_public_ips=0.0271409; disk__parent_sections=0.0268513; disk__path_len=0.0221563; memory__n_created_tmp=0.0220633; network__n_public_service_domains=0.0151901,0.6478687978687978,0.6678571428571429,0.8627453442713169
Fused pseudo sensitivity,7,6,6,NanoCore,NanoCore,True,SRC,disk__size_delta=0.12743; disk__parent_sections=0.0828211; memory__n_created_tmp=0.067765; disk__parent_is_i386=0.0532171; memory__total_processes=0.0494602; disk__path_len=0.0481668; memory__path_len=0.0439583; memory__n_created_dll=0.0439028; network__mean_domain_entropy=0.0421752; network__domains_per_conn=0.0323396,0.4356631930161342,0.22422077922077918,0.7769197614203541
Fused pseudo sensitivity,9,11,11,Stealc,Stealc,True,SHAP,disk__parent_sections=0.0981875; disk__parent_size=0.090258; disk__parent_is_gui=0.0771527; disk__parent_is_i386=0.0619405; memory__n_created_tmp=0.0553088; disk__parent_is_dotnet=0.0451083; memory__total_processes=0.0445656; memory__n_created_dll=0.0314044; disk__path_len=0.0305697; network__mean_domain_entropy=0.0267152,0.8208624708624708,0.9359090909090909,0.9716671216048101
Fused pseudo sensitivity,9,11,11,Stealc,Stealc,True,LIME,disk__parent_sections=0.043379; memory__total_processes=0.0340288; memory__n_created_tmp=0.0227414; disk__parent_size=0.0165382; disk__parent_is_dotnet=0.0142419; network__n_unique_ips=0.0125844; network__mean_domain_entropy=0.0120248; network__avg_domain_len=0.0103298; network__n_unique_tlds=0.0101544; disk__parent_is_i386=0.00783418,0.6083749583749583,0.5544155844155844,0.7996342081146283
Fused pseudo sensitivity,9,11,11,Stealc,Stealc,True,SRC,memory__n_created_dll=0.156205; memory__n_registry_hklm=0.111306; disk__size_delta=0.0797584; disk__parent_size=0.0779985; disk__parent_is_i386=0.0630499; memory__modules_count=0.0511577; memory__total_processes=0.0370279; disk__parent_is_gui=0.0317299; disk__parent_is_dotnet=0.024948; network__n_public_service_domains=0.0238398,0.44713619713619723,0.37792207792207794,0.8025103406322515
Fused pseudo sensitivity,10,1,1,AsyncRAT,AsyncRAT,True,SHAP,disk__parent_size=0.305968; disk__parent_is_dotnet=0.111163; disk__size_delta=0.0750558; memory__total_processes=0.0651401; disk__parent_is_i386=0.0494761; memory__n_created_dll=0.043062; disk__path_len=0.0428911; network__avg_domain_len=0.030478; disk__parent_sections=0.0299658; memory__n_created_tmp=0.0265616,0.8833333333333332,0.8677922077922077,0.9132911964406277
Fused pseudo sensitivity,10,1,1,AsyncRAT,AsyncRAT,True,LIME,disk__parent_size=0.0198889; disk__parent_is_dotnet=0.0184394; memory__total_processes=0.0162933; memory__n_created_dll=0.0126232; memory__path_len=0.0114504; disk__path_len=0.0110213; network__avg_domain_len=0.00967054; network__mean_domain_entropy=0.00889034; memory__n_registry_hklm=0.00789129; memory__n_created_tmp=0.00769451,0.4540750915750916,0.40838303567490525,0.2955060748736792
Fused pseudo sensitivity,10,1,1,AsyncRAT,AsyncRAT,True,SRC,network__mean_domain_entropy=0.0387187; disk__path_len=0.0347189; network__avg_domain_len=0.0340965; memory__path_len=0.0252935; network__n_unique_tlds=0.0159624; disk__parent_sections=0.0137954; memory__path_entropy=0.0135576; memory__n_created_dll=0.0122576; memory__n_created_tmp=0.0110191; disk__size_delta=0.00829957,0.33028442146089204,0.04831168831168831,0.6696118551893274
Fused pseudo sensitivity,13,12,5,a310logger,MedusaLocker,False,SHAP,disk__parent_is_dotnet=0.0801947; disk__size_delta=0.0588408; disk__path_len=0.0461373; disk__parent_is_i386=0.0285016; disk__parent_sections=0.0215271; memory__n_created_dll=0.0213723; memory__total_processes=0.0205208; network__n_unique_ips=0.019058; network__n_public_ips=0.0179922; memory__path_len=0.0157146,0.8136363636363637,0.9124025974025972,0.9699888838385459
Fused pseudo sensitivity,13,12,5,a310logger,MedusaLocker,False,LIME,disk__parent_is_dotnet=0.0377961; disk__parent_is_i386=0.0178486; disk__parent_size=0.0156205; disk__size_delta=0.0136604; disk__path_len=0.00974313; memory__total_processes=0.00964175; disk__parent_sections=0.00834593; memory__n_created_dll=0.00799332; network__n_unique_tlds=0.00735822; network__n_public_service_domains=0.0053431,0.7027972027972028,0.6122271556611567,0.5572697338893227
Fused pseudo sensitivity,13,12,5,a310logger,MedusaLocker,False,SRC,network__mean_domain_entropy=0.105985; network__avg_domain_len=0.100374; network__domains_per_conn=0.0896711; disk__path_len=0.0839235; disk__size_delta=0.0790925; disk__parent_size=0.0544123; memory__path_entropy=0.0416294; memory__n_registry_hklm=0.0397786; memory__modules_count=0.0262229; memory__n_created_dll=0.0100646,0.701032301032301,0.790064935064935,0.9378202641009883
Fused pseudo sensitivity,15,0,2,Akira,Black Suit,False,SHAP,disk__size_delta=0.070727; disk__parent_size=0.0663628; disk__parent_is_dotnet=0.0558381; memory__n_created_dll=0.0381695; memory__n_created_tmp=0.0296822; memory__total_processes=0.025234; disk__parent_is_i386=0.0250525; disk__parent_sections=0.0206379; memory__path_len=0.0176903; network__avg_domain_len=0.0163569,0.7681818181818182,0.9279870129870128,0.978554849203289
Fused pseudo sensitivity,15,0,2,Akira,Black Suit,False,LIME,disk__parent_is_dotnet=0.0221033; memory__total_processes=0.013898; disk__parent_size=0.0118079; disk__parent_is_i386=0.0110846; disk__size_delta=0.0104996; memory__n_created_dll=0.010117; memory__n_registry_hklm=0.00869896; network__mean_domain_entropy=0.00500897; network__n_public_service_domains=0.00413584; network__n_public_ips=0.00314794,0.6853146853146852,0.6041954306049898,0.4849083344566446
Fused pseudo sensitivity,15,0,2,Akira,Black Suit,False,SRC,memory__n_created_tmp=0.18426; network__avg_domain_len=0.17832; disk__path_len=0.175465; disk__size_delta=0.149691; memory__modules_count=0.128165; disk__parent_size=0.113209; memory__n_registry_hklm=0.0767914; network__domains_per_conn=0.071507; memory__path_len=0.0608242; disk__parent_is_i386=0.0563992,0.8896103896103897,0.9064285714285714,0.9714055978735404
Fused pseudo sensitivity,16,10,10,Socks5Systemz,Socks5Systemz,True,SHAP,disk__parent_sections=0.234554; disk__parent_size=0.088608; disk__parent_is_i386=0.0597679; memory__total_processes=0.0534883; disk__size_delta=0.0503615; disk__parent_is_dotnet=0.046733; memory__n_created_dll=0.0430827; disk__path_len=0.042253; memory__n_created_tmp=0.0267954; network__n_public_service_domains=0.0112068,0.8045454545454545,0.9276623376623375,0.9740812150788866
Fused pseudo sensitivity,16,10,10,Socks5Systemz,Socks5Systemz,True,LIME,disk__parent_sections=0.0316398; disk__parent_is_i386=0.0187901; memory__n_created_dll=0.0128197; disk__size_delta=0.0120708; network__domains_per_conn=0.0116257; memory__total_processes=0.011439; network__n_public_ips=0.00898486; network__avg_domain_len=0.00832433; network__mean_domain_entropy=0.00701568; disk__parent_is_dotnet=0.00646271,0.5582417582417583,0.5321833716878067,0.42354651572378665
Fused pseudo sensitivity,16,10,10,Socks5Systemz,Socks5Systemz,True,SRC,memory__modules_count=0.152321; network__domains_per_conn=0.139622; network__mean_domain_entropy=0.112605; memory__n_created_dll=0.0666158; disk__parent_is_i386=0.065588; memory__n_created_tmp=0.0647198; disk__parent_sections=0.0628319; network__avg_domain_len=0.0374506; disk__parent_size=0.0365425; disk__path_len=0.0271409,0.4883449883449883,0.391038961038961,0.7241335009745352
Fused pseudo sensitivity,17,3,3,CoinMiner,CoinMiner,True,SHAP,disk__size_delta=0.0714285; disk__parent_size=0.0670346; disk__parent_is_dotnet=0.0340813; disk__parent_is_i386=0.0291115; network__mean_domain_entropy=0.0284872; memory__modules_count=0.0283048; memory__n_registry_hklm=0.0232269; disk__path_len=0.0208394; disk__parent_sections=0.020144; memory__total_processes=0.0192161,0.6754079254079253,0.7259090909090908,0.8504892595996105
Fused pseudo sensitivity,17,3,3,CoinMiner,CoinMiner,True,LIME,disk__size_delta=0.0441127; disk__parent_size=0.0359445; memory__total_processes=0.0343082; disk__parent_sections=0.023501; memory__modules_count=0.0222331; disk__parent_is_dotnet=0.0215002; memory__n_created_dll=0.0202022; network__avg_domain_len=0.0141612; network__n_public_ips=0.0141352; network__n_unique_ips=0.0113948,0.6532634032634032,0.660064935064935,0.8052437383474593
Fused pseudo sensitivity,17,3,3,CoinMiner,CoinMiner,True,SRC,memory__total_processes=0.941823; network__domains_per_conn=0.396779; disk__parent_is_gui=0.376922; memory__n_registry_hklm=0.279151; network__avg_domain_len=0.256291; memory__path_len=0.240075; disk__parent_sections=0.221569; disk__path_len=0.187679; network__n_unique_tlds=0.145954; memory__path_entropy=0.142824,0.6562770562770563,0.6845454545454546,0.8990511168180941
Fused pseudo sensitivity,19,16,16,redline,redline,True,SHAP,memory__total_processes=0.164844; memory__n_created_dll=0.107257; disk__size_delta=0.0893638; disk__parent_size=0.0755953; memory__modules_count=0.0322656; disk__parent_is_i386=0.0280237; memory__path_entropy=0.0240141; network__mean_domain_entropy=0.0187466; disk__path_len=0.0168723; disk__parent_is_dotnet=0.015683,0.7451048951048951,0.8892207792207794,0.9953200981242081
Fused pseudo sensitivity,19,16,16,redline,redline,True,LIME,memory__total_processes=0.265531; memory__n_created_dll=0.0529219; network__n_unique_ips=0.0379098; disk__parent_is_i386=0.0370058; network__n_public_ips=0.0318926; disk__parent_sections=0.0220823; memory__modules_count=0.0209529; network__domains_per_conn=0.0185461; memory__path_entropy=0.017472; network__n_public_service_domains=0.0168006,0.5421245421245422,0.4861038961038961,0.6615216090514149
Fused pseudo sensitivity,19,16,16,redline,redline,True,SRC,network__avg_domain_len=0.331278; memory__modules_count=0.241219; network__mean_domain_entropy=0.214259; disk__size_delta=0.156872; memory__n_registry_hklm=0.113397; disk__parent_size=0.112438; disk__path_len=0.0964322; memory__path_len=0.0955377; disk__parent_is_dotnet=0.0890101; memory__n_created_dll=0.0764121,0.5430569430569431,0.5554545454545454,0.8857855393329448
Fused pseudo sensitivity,21,9,9,SalatStealer,SalatStealer,True,SHAP,memory__modules_count=0.119824; memory__total_processes=0.0983738; disk__parent_size=0.0930337; disk__size_delta=0.0746279; disk__parent_is_i386=0.0700981; memory__n_registry_hklm=0.062527; memory__n_created_tmp=0.0599777; disk__parent_sections=0.0559971; memory__n_created_dll=0.0434306; disk__parent_is_dotnet=0.0422852,0.9363636363636363,0.9844155844155844,0.9956010434671375
Fused pseudo sensitivity,21,9,9,SalatStealer,SalatStealer,True,LIME,memory__total_processes=0.0500435; disk__parent_is_i386=0.0497635; memory__modules_count=0.0388698; network__n_public_service_domains=0.0318484; disk__size_delta=0.0159527; disk__parent_size=0.0152853; memory__n_created_dll=0.0140907; memory__n_registry_hklm=0.0134509; disk__path_len=0.00975269; network__domains_per_conn=0.00938869,0.6122211122211121,0.5367051439713018,0.4583974116488722
Fused pseudo sensitivity,21,9,9,SalatStealer,SalatStealer,True,SRC,disk__parent_sections=0.130059; network__n_unique_tlds=0.0811464; disk__parent_size=0.0652699; disk__path_len=0.0580474; memory__path_entropy=0.0533113; memory__n_registry_hklm=0.0318227; disk__parent_is_dotnet=0.0249808; memory__modules_count=0.023514; disk__size_delta=0.0223071; network__n_public_service_domains=0.0212611,0.44394992262639327,0.353961038961039,0.6912058509326899
Fused pseudo sensitivity,22,1,1,AsyncRAT,AsyncRAT,True,SHAP,disk__parent_sections=0.0776638; disk__size_delta=0.0684988; disk__parent_size=0.0677517; memory__total_processes=0.0594617; memory__n_created_tmp=0.0455169; disk__parent_is_i386=0.0438717; disk__path_len=0.0437031; memory__modules_count=0.0406691; memory__n_created_dll=0.0355349; disk__parent_is_dotnet=0.0227323,0.9287878787878787,0.8789610389610388,0.9716529324248612
Fused pseudo sensitivity,22,1,1,AsyncRAT,AsyncRAT,True,LIME,memory__total_processes=0.0167775; memory__n_created_dll=0.0126453; memory__n_created_tmp=0.0112965; disk__parent_is_dotnet=0.0112601; disk__path_len=0.00882885; network__n_public_ips=0.00836488; disk__parent_is_i386=0.00731334; network__n_public_service_domains=0.00683742; network__mean_domain_entropy=0.00498629; memory__modules_count=0.00488378,0.48791208791208784,0.42590909090909096,0.2800882484005388
Fused pseudo sensitivity,22,1,1,AsyncRAT,AsyncRAT,True,SRC,disk__size_delta=0.199331; disk__path_len=0.0843664; memory__total_processes=0.0335138; memory__path_entropy=0.0277787; memory__path_len=0.0250085; disk__parent_is_dotnet=0.0185472; memory__n_created_tmp=0.0180172; network__mean_domain_entropy=0.0143599; memory__modules_count=0.0122879; memory__n_created_dll=0.0120803,0.5504786879786879,0.5334415584415584,0.9769576507303153
Fused pseudo sensitivity,26,17,17,wannacry,wannacry,True,SHAP,network__avg_domain_len=0.25025; network__mean_domain_entropy=0.14447; memory__total_processes=0.107763; memory__n_created_dll=0.0726927; disk__parent_size=0.0461788; memory__n_registry_hklm=0.0327814; disk__parent_is_i386=0.0169784; network__n_public_ips=0.015799; disk__parent_is_dotnet=0.0154375; network__n_unique_ips=0.0143786,0.9015151515151514,0.9287662337662338,0.9722094427126022
Fused pseudo sensitivity,26,17,17,wannacry,wannacry,True,LIME,memory__total_processes=0.0900052; network__n_unique_ips=0.0823302; network__n_public_ips=0.071991; network__avg_domain_len=0.0644917; memory__n_created_dll=0.0400111; disk__parent_is_i386=0.0339684; disk__parent_is_dotnet=0.0193886; network__mean_domain_entropy=0.0179328; memory__n_registry_hklm=0.0159919; network__n_unique_tlds=0.0112557,0.6454378954378954,0.5700000000000001,0.693184552880002
Fused pseudo sensitivity,26,17,17,wannacry,wannacry,True,SRC,disk__parent_size=0.151276; memory__n_registry_hklm=0.0405477; disk__parent_is_i386=0.0296793; memory__modules_count=0.0286929; memory__n_created_dll=0.0265959; network__domains_per_conn=0.025445; disk__parent_sections=0.0228666; disk__parent_is_dotnet=0.0217496; network__n_unique_tlds=0.0210804; network__avg_domain_len=0.0194653,0.44865869424692956,0.46350649350649353,0.9356098928843751
Fused pseudo sensitivity,29,16,16,redline,redline,True,SHAP,memory__total_processes=0.214835; memory__n_created_dll=0.138057; disk__parent_size=0.0924708; disk__path_len=0.0687009; disk__size_delta=0.0517635; disk__parent_sections=0.044029; memory__n_registry_hklm=0.0315347; network__avg_domain_len=0.0281342; disk__parent_is_dotnet=0.0265078; memory__modules_count=0.0224657,0.6949716949716949,0.8860389610389608,0.987191337807792
Fused pseudo sensitivity,29,16,16,redline,redline,True,LIME,memory__total_processes=0.258837; memory__n_created_dll=0.102259; network__n_public_ips=0.0742309; network__n_unique_ips=0.0600402; disk__parent_is_i386=0.0355014; disk__path_len=0.0326635; memory__n_registry_hklm=0.025601; memory__path_entropy=0.0175525; memory__n_created_tmp=0.0156272; memory__modules_count=0.0114478,0.506043956043956,0.44858906239170376,0.6590961868360143
Fused pseudo sensitivity,29,16,16,redline,redline,True,SRC,disk__size_delta=0.174347; memory__modules_count=0.142339; memory__n_created_tmp=0.13451; memory__n_created_dll=0.117942; memory__path_len=0.0865692; disk__parent_is_dotnet=0.0592951; network__mean_domain_entropy=0.0576554; memory__total_processes=0.0524379; network__avg_domain_len=0.0401809; memory__path_entropy=0.038203,0.7844988344988344,0.927077922077922,0.9863141050660449
Fused pseudo sensitivity,31,13,13,agenttesla,agenttesla,True,SHAP,memory__total_processes=0.184167; memory__n_created_dll=0.133539; disk__parent_is_dotnet=0.072051; disk__size_delta=0.0515374; network__domains_per_conn=0.0498156; disk__parent_size=0.0481328; disk__path_len=0.0380618; network__avg_domain_len=0.0344867; disk__parent_is_i386=0.0342459; disk__parent_sections=0.0341315,0.7754079254079254,0.8490259740259738,0.9736262538569511
Fused pseudo sensitivity,31,13,13,agenttesla,agenttesla,True,LIME,memory__total_processes=0.0506177; disk__parent_is_dotnet=0.0330355; disk__size_delta=0.0246162; memory__n_created_dll=0.0242989; network__domains_per_conn=0.0121965; network__avg_domain_len=0.0121404; network__n_unique_tlds=0.011601; memory__path_len=0.00941671; disk__path_len=0.0093436; disk__parent_size=0.00913825,0.49585414585414583,0.4476623376623377,0.4683244439547399
Fused pseudo sensitivity,31,13,13,agenttesla,agenttesla,True,SRC,disk__parent_size=0.159681; memory__n_created_dll=0.0984565; network__avg_domain_len=0.0844754; network__domains_per_conn=0.0623264; network__n_unique_tlds=0.0541375; memory__n_registry_hklm=0.0472215; memory__total_processes=0.0451241; memory__path_entropy=0.0447296; network__n_public_service_domains=0.0278913; network__n_unique_ips=0.0265471,0.5014152514152513,0.5201948051948052,0.9151077058724504
Fused pseudo sensitivity,33,13,13,agenttesla,agenttesla,True,SHAP,memory__total_processes=0.147909; memory__n_created_dll=0.102231; memory__n_registry_hklm=0.0727865; disk__parent_is_dotnet=0.0624885; disk__size_delta=0.0416339; disk__parent_size=0.0364428; disk__parent_is_i386=0.0358428; network__domains_per_conn=0.0345815; disk__path_len=0.0326984; network__avg_domain_len=0.0310911,0.6825008325008324,0.8656493506493506,0.975989648452777
Fused pseudo sensitivity,33,13,13,agenttesla,agenttesla,True,LIME,memory__total_processes=0.0497878; disk__parent_is_dotnet=0.0263889; memory__n_created_dll=0.0223203; disk__size_delta=0.0199344; network__domains_per_conn=0.0128512; network__avg_domain_len=0.0120584; disk__parent_sections=0.00808583; network__n_unique_tlds=0.00759837; network__n_public_ips=0.00483595; network__n_unique_ips=0.00471606,0.6271228771228771,0.5053624055822131,0.4155510269815631
Fused pseudo sensitivity,33,13,13,agenttesla,agenttesla,True,SRC,network__mean_domain_entropy=0.113862; network__domains_per_conn=0.107845; memory__n_created_dll=0.089252; network__avg_domain_len=0.0825587; memory__path_entropy=0.0603865; disk__parent_size=0.0484861; memory__n_created_tmp=0.0379494; disk__parent_sections=0.0362822; disk__size_delta=0.0309197; memory__total_processes=0.0287407,0.5085581085581086,0.4086363636363637,0.8124915078886792
Fused pseudo sensitivity,39,2,2,Black Suit,Black Suit,True,SHAP,disk__parent_is_dotnet=0.0608097; memory__total_processes=0.0550233; memory__n_created_dll=0.0501648; memory__path_len=0.0353315; disk__parent_is_i386=0.0271234; disk__parent_size=0.0263243; memory__path_entropy=0.024753; disk__parent_sections=0.0228651; network__n_unique_ips=0.0188048; disk__path_len=0.0178521,0.7614219114219114,0.8822727272727272,0.9529561914868043
Fused pseudo sensitivity,39,2,2,Black Suit,Black Suit,True,LIME,disk__parent_is_dotnet=0.0256121; memory__total_processes=0.0227725; disk__parent_size=0.0176338; disk__parent_is_i386=0.0122827; disk__path_len=0.0121585; memory__n_created_dll=0.00962974; disk__size_delta=0.00900898; network__mean_domain_entropy=0.00558815; memory__modules_count=0.00518996; memory__path_entropy=0.00367103,0.5586080586080586,0.5817532467532468,0.5815881781841059
Fused pseudo sensitivity,39,2,2,Black Suit,Black Suit,True,SRC,network__n_unique_tlds=0.186706; network__domains_per_conn=0.177408; memory__path_len=0.128095; memory__modules_count=0.112265; disk__path_len=0.0976174; memory__path_entropy=0.0817811; disk__parent_size=0.0768431; memory__n_created_tmp=0.0768145; memory__n_registry_hklm=0.0695047; network__avg_domain_len=0.0608048,0.6591242091242091,0.5892857142857143,0.824458403878892
Fused pseudo sensitivity,41,3,9,CoinMiner,SalatStealer,False,SHAP,disk__parent_size=0.0748281; disk__size_delta=0.0635345; memory__total_processes=0.0514478; disk__parent_is_i386=0.0482234; memory__n_registry_hklm=0.0384141; memory__modules_count=0.0319577; memory__n_created_dll=0.0211912; disk__parent_sections=0.0135038; memory__n_created_tmp=0.010766; disk__parent_is_dotnet=0.00959298,0.6742424242424241,0.938961038961039,0.9905920491730953
Fused pseudo sensitivity,41,3,9,CoinMiner,SalatStealer,False,LIME,disk__parent_is_i386=0.0424303; memory__total_processes=0.03647; disk__parent_size=0.0300932; memory__n_registry_hklm=0.0201701; disk__size_delta=0.0181328; memory__modules_count=0.0120793; network__n_public_service_domains=0.011047; network__domains_per_conn=0.0108819; memory__n_created_tmp=0.0105154; disk__path_len=0.0104319,0.6153846153846152,0.6522167356764486,0.8231799636629595
Fused pseudo sensitivity,41,3,9,CoinMiner,SalatStealer,False,SRC,memory__modules_count=0.229291; memory__total_processes=0.219891; network__avg_domain_len=0.210055; memory__n_created_dll=0.208802; memory__n_registry_hklm=0.183868; disk__size_delta=0.179517; network__n_unique_ips=0.178205; network__n_public_ips=0.178203; network__n_unique_tlds=0.175368; disk__parent_is_gui=0.168418,0.7591575091575091,0.6796103896103896,0.8951092242975452
Fused pseudo sensitivity,42,8,8,QuasarRAT,QuasarRAT,True,SHAP,disk__parent_size=0.148878; memory__n_registry_hklm=0.133422; disk__size_delta=0.121451; disk__parent_is_dotnet=0.073376; memory__n_created_dll=0.0650141; memory__n_created_tmp=0.0631214; disk__parent_is_i386=0.0550906; memory__modules_count=0.0471597; memory__total_processes=0.0373053; disk__path_len=0.0216626,0.9272727272727271,0.9172077922077921,0.9463659008996386
Fused pseudo sensitivity,42,8,8,QuasarRAT,QuasarRAT,True,LIME,memory__n_registry_hklm=0.0333208; memory__n_created_dll=0.0275261; network__domains_per_conn=0.0171379; disk__parent_is_i386=0.0144944; memory__total_processes=0.013221; network__n_unique_tlds=0.0117449; memory__modules_count=0.0117428; disk__size_delta=0.0113447; network__mean_domain_entropy=0.00984042; memory__n_created_tmp=0.00844469,0.6373792873792873,0.616103896103896,0.4532612894772138
Fused pseudo sensitivity,42,8,8,QuasarRAT,QuasarRAT,True,SRC,network__domains_per_conn=0.138578; network__mean_domain_entropy=0.135812; disk__parent_is_dotnet=0.118657; memory__n_created_tmp=0.112381; memory__path_entropy=0.105899; network__avg_domain_len=0.0642399; disk__parent_size=0.0639517; memory__n_created_dll=0.0616416; network__n_unique_ips=0.054577; network__n_public_ips=0.0545767,0.7741092241092241,0.9240909090909091,0.9827239050803931
Fused pseudo sensitivity,45,6,1,NanoCore,AsyncRAT,False,SHAP,memory__n_created_dll=0.0543333; disk__parent_is_dotnet=0.0408253; disk__size_delta=0.0337217; memory__total_processes=0.0334108; disk__parent_is_i386=0.0322228; disk__parent_size=0.02714; disk__path_len=0.0258563; memory__n_registry_hklm=0.0153775; memory__n_created_tmp=0.0151041; disk__parent_sections=0.0124849,0.9090909090909092,0.8952597402597402,0.9020865445461377
Fused pseudo sensitivity,45,6,1,NanoCore,AsyncRAT,False,LIME,disk__parent_size=0.0197003; disk__parent_is_dotnet=0.0178609; memory__total_processes=0.0148026; disk__parent_is_i386=0.00791383; disk__path_len=0.00747362; memory__n_created_dll=0.00721433; network__n_unique_ips=0.00567239; network__domains_per_conn=0.00429344; memory__path_entropy=0.00338842; memory__n_registry_hklm=0.00220449,0.4653846153846154,0.48603896103896105,0.6134751171609076
Fused pseudo sensitivity,45,6,1,NanoCore,AsyncRAT,False,SRC,memory__total_processes=0.416999; disk__size_delta=0.219413; network__mean_domain_entropy=0.170451; memory__n_created_dll=0.156885; network__avg_domain_len=0.148919; network__domains_per_conn=0.0961765; memory__n_created_tmp=0.0682814; network__n_unique_tlds=0.0354262; memory__n_registry_hklm=0.0287543; disk__path_len=0.0235146,0.6107725607725608,0.6656493506493505,0.9211652883681725
